prname,date,numconf,numdeaths
British Columbia,2/23/2021,77858,1336
Alberta,2/23/2021,131603,1853
Saskatchewan,2/23/2021,27923,376
Manitoba,2/23/2021,31545,886
Ontario,2/23/2021,295119,6884
Quebec,2/23/2021,283666,10329
Newfoundland and Labrador,2/23/2021,954,4
New Brunswick,2/23/2021,1424,26
Nova Scotia,2/23/2021,1613,65
Prince Edward Island,2/23/2021,115,0
Yukon,2/23/2021,72,1
Northwest Territories,2/23/2021,42,0
Nunavut,2/23/2021,351,1
Repatriated travellers,2/23/2021,13,0
Canada,2/23/2021,852298,21761
British Columbia,2/24/2021,78350,1338
Alberta,2/24/2021,132033,1866
Saskatchewan,2/24/2021,27980,379
Manitoba,2/24/2021,31587,887
Ontario,2/24/2021,296173,6893
Quebec,2/24/2021,284472,10345
Newfoundland and Labrador,2/24/2021,962,5
New Brunswick,2/24/2021,1426,26
Nova Scotia,2/24/2021,1616,65
Prince Edward Island,2/24/2021,117,0
Yukon,2/24/2021,72,1
Northwest Territories,2/24/2021,42,0
Nunavut,2/24/2021,351,1
Repatriated travellers,2/24/2021,13,0
Canada,2/24/2021,855194,21806
British Columbia,2/25/2021,78782,1348
Alberta,2/25/2021,132432,1874
Saskatchewan,2/25/2021,28191,380
Manitoba,2/25/2021,31657,888
Ontario,2/25/2021,297311,6916
Quebec,2/25/2021,285330,10361
Newfoundland and Labrador,2/25/2021,972,5
New Brunswick,2/25/2021,1427,26
Nova Scotia,2/25/2021,1624,65
Prince Edward Island,2/25/2021,120,0
Yukon,2/25/2021,72,1
Northwest Territories,2/25/2021,42,0
Nunavut,2/25/2021,355,1
Repatriated travellers,2/25/2021,13,0
Canada,2/25/2021,858328,21865
British Columbia,2/26/2021,79340,1355
Alberta,2/26/2021,132788,1877
Saskatchewan,2/26/2021,28344,380
Manitoba,2/26/2021,31719,889
Ontario,2/26/2021,298569,6944
Quebec,2/26/2021,286145,10372
Newfoundland and Labrador,2/26/2021,976,5
New Brunswick,2/26/2021,1428,26
Nova Scotia,2/26/2021,1634,65
Prince Edward Island,2/26/2021,121,0
Yukon,2/26/2021,72,1
Northwest Territories,2/26/2021,42,0
Nunavut,2/26/2021,356,1
Repatriated travellers,2/26/2021,13,0
Canada,2/26/2021,861547,21915
British Columbia,2/27/2021,79909,1355
Alberta,2/27/2021,133203,1883
Saskatchewan,2/27/2021,28506,385
Manitoba,2/27/2021,31809,893
Ontario,2/27/2021,299754,6960
Quebec,2/27/2021,287003,10384
Newfoundland and Labrador,2/27/2021,980,6
New Brunswick,2/27/2021,1430,26
Nova Scotia,2/27/2021,1638,65
Prince Edward Island,2/27/2021,127,0
Yukon,2/27/2021,72,1
Northwest Territories,2/27/2021,42,0
Nunavut,2/27/2021,356,1
Repatriated travellers,2/27/2021,13,0
Canada,2/27/2021,864842,21959
British Columbia,2/28/2021,80454,1355
Alberta,2/28/2021,133504,1886
Saskatchewan,2/28/2021,28647,385
Manitoba,2/28/2021,31859,895
Ontario,2/28/2021,300816,6980
Quebec,2/28/2021,287740,10393
Newfoundland and Labrador,2/28/2021,987,6
New Brunswick,2/28/2021,1430,27
Nova Scotia,2/28/2021,1641,65
Prince Edward Island,2/28/2021,132,0
Yukon,2/28/2021,72,1
Northwest Territories,2/28/2021,42,0
Nunavut,2/28/2021,357,1
Repatriated travellers,2/28/2021,13,0
Canada,2/28/2021,867694,21994
British Columbia,3/1/2021,80929,1363
Alberta,3/1/2021,133795,1888
Saskatchewan,3/1/2021,28801,385
Manitoba,3/1/2021,31894,896
Ontario,3/1/2021,301839,6986
Quebec,3/1/2021,288353,10402
Newfoundland and Labrador,3/1/2021,989,6
New Brunswick,3/1/2021,1431,27
Nova Scotia,3/1/2021,1642,65
Prince Edward Island,3/1/2021,132,0
Yukon,3/1/2021,72,1
Northwest Territories,3/1/2021,42,0
Nunavut,3/1/2021,358,1
Repatriated travellers,3/1/2021,13,0
Canada,3/1/2021,870290,22020
British Columbia,3/2/2021,81367,1365
Alberta,3/2/2021,134052,1890
Saskatchewan,3/2/2021,28938,387
Manitoba,3/2/2021,31950,898
Ontario,3/2/2021,302805,6997
Quebec,3/2/2021,288941,10411
Newfoundland and Labrador,3/2/2021,994,6
New Brunswick,3/2/2021,1435,28
Nova Scotia,3/2/2021,1643,65
Prince Edward Island,3/2/2021,136,0
Yukon,3/2/2021,72,1
Northwest Territories,3/2/2021,42,0
Nunavut,3/2/2021,359,1
Repatriated travellers,3/2/2021,13,0
Canada,3/2/2021,872747,22049
British Columbia,3/3/2021,81909,1372
Alberta,3/3/2021,134454,1902
Saskatchewan,3/3/2021,29059,389
Manitoba,3/3/2021,32000,901
Ontario,3/3/2021,303763,7014
Quebec,3/3/2021,289670,10425
Newfoundland and Labrador,3/3/2021,997,6
New Brunswick,3/3/2021,1438,28
Nova Scotia,3/3/2021,1646,65
Prince Edward Island,3/3/2021,137,0
Yukon,3/3/2021,72,1
Northwest Territories,3/3/2021,42,0
Nunavut,3/3/2021,359,1
Repatriated travellers,3/3/2021,13,0
Canada,3/3/2021,875559,22104
British Columbia,3/4/2021,82473,1376
Alberta,3/4/2021,134785,1911
Saskatchewan,3/4/2021,29220,391
Manitoba,3/4/2021,32051,902
Ontario,3/4/2021,304757,7024
Quebec,3/4/2021,290377,10445
Newfoundland and Labrador,3/4/2021,1002,6
New Brunswick,3/4/2021,1443,28
Nova Scotia,3/4/2021,1649,65
Prince Edward Island,3/4/2021,138,0
Yukon,3/4/2021,72,1
Northwest Territories,3/4/2021,42,0
Nunavut,3/4/2021,369,1
Repatriated travellers,3/4/2021,13,0
Canada,3/4/2021,878391,22150
British Columbia,3/5/2021,83107,1380
Alberta,3/5/2021,135196,1913
Saskatchewan,3/5/2021,29430,393
Manitoba,3/5/2021,32099,903
Ontario,3/5/2021,306007,7046
Quebec,3/5/2021,291175,10455
Newfoundland and Labrador,3/5/2021,1003,6
New Brunswick,3/5/2021,1447,28
Nova Scotia,3/5/2021,1651,65
Prince Edward Island,3/5/2021,139,0
Yukon,3/5/2021,72,1
Northwest Territories,3/5/2021,42,0
Nunavut,3/5/2021,373,1
Repatriated travellers,3/5/2021,13,0
Canada,3/5/2021,881754,22191
British Columbia,3/6/2021,83652,1383
Alberta,3/6/2021,135537,1916
Saskatchewan,3/6/2021,29593,396
Manitoba,3/6/2021,32169,904
Ontario,3/6/2021,306997,7052
Quebec,3/6/2021,291924,10465
Newfoundland and Labrador,3/6/2021,1005,6
New Brunswick,3/6/2021,1453,28
Nova Scotia,3/6/2021,1657,65
Prince Edward Island,3/6/2021,139,0
Yukon,3/6/2021,72,1
Northwest Territories,3/6/2021,42,0
Nunavut,3/6/2021,377,1
Repatriated travellers,3/6/2021,13,0
Canada,3/6/2021,884630,22217
British Columbia,3/7/2021,84184,1387
Alberta,3/7/2021,135841,1918
Saskatchewan,3/7/2021,29709,398
Manitoba,3/7/2021,32225,905
Ontario,3/7/2021,308296,7067
Quebec,3/7/2021,292631,10472
Newfoundland and Labrador,3/7/2021,1006,6
New Brunswick,3/7/2021,1455,28
Nova Scotia,3/7/2021,1659,65
Prince Edward Island,3/7/2021,141,0
Yukon,3/7/2021,72,1
Northwest Territories,3/7/2021,42,0
Nunavut,3/7/2021,381,1
Repatriated travellers,3/7/2021,13,0
Canada,3/7/2021,887655,22248
British Columbia,3/8/2021,84569,1391
Alberta,3/8/2021,136119,1920
Saskatchewan,3/8/2021,29805,399
Manitoba,3/8/2021,32284,906
Ontario,3/8/2021,309927,7077
Quebec,3/8/2021,293210,10481
Newfoundland and Labrador,3/8/2021,1009,6
New Brunswick,3/8/2021,1459,28
Nova Scotia,3/8/2021,1659,65
Prince Edward Island,3/8/2021,143,0
Yukon,3/8/2021,72,1
Northwest Territories,3/8/2021,42,0
Nunavut,3/8/2021,381,1
Repatriated travellers,3/8/2021,13,0
Canada,3/8/2021,890692,22275
British Columbia,3/9/2021,85119,1393
Alberta,3/9/2021,136374,1926
Saskatchewan,3/9/2021,29918,400
Manitoba,3/9/2021,32344,907
Ontario,3/9/2021,311112,7083
Quebec,3/9/2021,293860,10493
Newfoundland and Labrador,3/9/2021,1010,6
New Brunswick,3/9/2021,1460,29
Nova Scotia,3/9/2021,1664,65
Prince Edward Island,3/9/2021,143,0
Yukon,3/9/2021,72,1
Northwest Territories,3/9/2021,42,0
Nunavut,3/9/2021,381,1
Repatriated travellers,3/9/2021,13,0
Canada,3/9/2021,893512,22304
British Columbia,3/10/2021,85650,1394
Alberta,3/10/2021,136773,1928
Saskatchewan,3/10/2021,30028,401
Manitoba,3/10/2021,32418,908
Ontario,3/10/2021,312428,7099
Quebec,3/10/2021,294652,10503
Newfoundland and Labrador,3/10/2021,1010,6
New Brunswick,3/10/2021,1460,29
Nova Scotia,3/10/2021,1665,65
Prince Edward Island,3/10/2021,143,0
Yukon,3/10/2021,72,1
Northwest Territories,3/10/2021,42,0
Nunavut,3/10/2021,381,1
Repatriated travellers,3/10/2021,13,0
Canada,3/10/2021,896735,22335
British Columbia,3/11/2021,86219,1397
Alberta,3/11/2021,137137,1933
Saskatchewan,3/11/2021,30193,401
Manitoba,3/11/2021,32509,911
Ontario,3/11/2021,313520,7109
Quebec,3/11/2021,295390,10517
Newfoundland and Labrador,3/11/2021,1011,6
New Brunswick,3/11/2021,1462,29
Nova Scotia,3/11/2021,1665,65
Prince Edward Island,3/11/2021,143,0
Yukon,3/11/2021,72,1
Northwest Territories,3/11/2021,42,0
Nunavut,3/11/2021,381,1
Repatriated travellers,3/11/2021,13,0
Canada,3/11/2021,899757,22370
British Columbia,3/12/2021,86867,1397
Alberta,3/12/2021,137562,1935
Saskatchewan,3/12/2021,30369,404
Manitoba,3/12/2021,32605,912
Ontario,3/12/2021,314891,7127
Quebec,3/12/2021,296129,10524
Newfoundland and Labrador,3/12/2021,1012,6
New Brunswick,3/12/2021,1465,30
Nova Scotia,3/12/2021,1665,65
Prince Edward Island,3/12/2021,143,0
Yukon,3/12/2021,72,1
Northwest Territories,3/12/2021,42,0
Nunavut,3/12/2021,381,1
Repatriated travellers,3/12/2021,13,0
Canada,3/12/2021,903216,22402
British Columbia,3/13/2021,87422,1401
Alberta,3/13/2021,138036,1940
Saskatchewan,3/13/2021,30522,405
Manitoba,3/13/2021,32699,916
Ontario,3/13/2021,316359,7138
Quebec,3/13/2021,296918,10535
Newfoundland and Labrador,3/13/2021,1012,6
New Brunswick,3/13/2021,1465,30
Nova Scotia,3/13/2021,1669,65
Prince Edward Island,3/13/2021,143,0
Yukon,3/13/2021,72,1
Northwest Territories,3/13/2021,42,0
Nunavut,3/13/2021,383,1
Repatriated travellers,3/13/2021,13,0
Canada,3/13/2021,906755,22438
British Columbia,3/14/2021,87913,1404
Alberta,3/14/2021,138424,1946
Saskatchewan,3/14/2021,30617,407
Manitoba,3/14/2021,32743,917
Ontario,3/14/2021,318106,7153
Quebec,3/14/2021,297592,10540
Newfoundland and Labrador,3/14/2021,1012,6
New Brunswick,3/14/2021,1470,30
Nova Scotia,3/14/2021,1670,65
Prince Edward Island,3/14/2021,143,0
Yukon,3/14/2021,72,1
Northwest Territories,3/14/2021,42,0
Nunavut,3/14/2021,383,1
Repatriated travellers,3/14/2021,13,0
Canada,3/14/2021,910200,22470
British Columbia,3/15/2021,88373,1407
Alberta,3/15/2021,138788,1949
Saskatchewan,3/15/2021,30727,407
Manitoba,3/15/2021,32792,917
Ontario,3/15/2021,319374,7162
Quebec,3/15/2021,298186,10550
Newfoundland and Labrador,3/15/2021,1012,6
New Brunswick,3/15/2021,1471,30
Nova Scotia,3/15/2021,1670,65
Prince Edward Island,3/15/2021,143,0
Yukon,3/15/2021,72,1
Northwest Territories,3/15/2021,42,0
Nunavut,3/15/2021,383,1
Repatriated travellers,3/15/2021,13,0
Canada,3/15/2021,913046,22495
British Columbia,3/16/2021,88929,1407
Alberta,3/16/2021,139143,1952
Saskatchewan,3/16/2021,30883,409
Manitoba,3/16/2021,32900,917
Ontario,3/16/2021,320448,7173
Quebec,3/16/2021,298747,10557
Newfoundland and Labrador,3/16/2021,1013,6
New Brunswick,3/16/2021,1476,30
Nova Scotia,3/16/2021,1672,65
Prince Edward Island,3/16/2021,144,0
Yukon,3/16/2021,72,1
Northwest Territories,3/16/2021,42,0
Nunavut,3/16/2021,383,1
Repatriated travellers,3/16/2021,13,0
Canada,3/16/2021,915865,22518
British Columbia,3/17/2021,89427,1411
Alberta,3/17/2021,139622,1956
Saskatchewan,3/17/2021,30970,410
Manitoba,3/17/2021,32994,917
Ontario,3/17/2021,321956,7187
Quebec,3/17/2021,299450,10569
Newfoundland and Labrador,3/17/2021,1013,6
New Brunswick,3/17/2021,1477,30
Nova Scotia,3/17/2021,1674,65
Prince Edward Island,3/17/2021,144,0
Yukon,3/17/2021,72,1
Northwest Territories,3/17/2021,42,0
Nunavut,3/17/2021,395,4
Repatriated travellers,3/17/2021,13,0
Canada,3/17/2021,919249,22556
British Columbia,3/18/2021,90049,1419
Alberta,3/18/2021,140127,1957
Saskatchewan,3/18/2021,31085,411
Manitoba,3/18/2021,33085,918
Ontario,3/18/2021,323509,7202
Quebec,3/18/2021,300152,10576
Newfoundland and Labrador,3/18/2021,1014,6
New Brunswick,3/18/2021,1484,30
Nova Scotia,3/18/2021,1677,66
Prince Edward Island,3/18/2021,144,0
Yukon,3/18/2021,72,1
Northwest Territories,3/18/2021,42,0
Nunavut,3/18/2021,395,4
Repatriated travellers,3/18/2021,13,0
Canada,3/18/2021,922848,22590
British Columbia,3/19/2021,90786,1421
Alberta,3/19/2021,140823,1957
Saskatchewan,3/19/2021,31259,414
Manitoba,3/19/2021,33176,919
Ontario,3/19/2021,325254,7212
Quebec,3/19/2021,300916,10587
Newfoundland and Labrador,3/19/2021,1014,6
New Brunswick,3/19/2021,1486,30
Nova Scotia,3/19/2021,1680,66
Prince Edward Island,3/19/2021,148,0
Yukon,3/19/2021,72,1
Northwest Territories,3/19/2021,47,0
Nunavut,3/19/2021,395,4
Repatriated travellers,3/19/2021,13,0
Canada,3/19/2021,927069,22617
